"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Beheshtian E.; Jalilianhasanpour R.; Shanechi A.M.; Sethi V.; Wang G.; Lindquist M.A.; Caffo B.S.; Agarwal S.; Pillai J.J.; Gujar S.K.; Sair H.I.","Beheshtian, Elham (57204441866); Jalilianhasanpour, Rozita (55814587600); Shanechi, Amirali Modir (56731130200); Sethi, Varun (57192092798); Wang, Guoqing (57222288473); Lindquist, Martin A. (7007030971); Caffo, Brian S. (35069047000); Agarwal, Shruti (7403190459); Pillai, Jay J. (7004264827); Gujar, Sachin K. (6507795849); Sair, Haris I. (14519858700)","57204441866; 55814587600; 56731130200; 57192092798; 57222288473; 7007030971; 35069047000; 7403190459; 7004264827; 6507795849; 14519858700","Identification of the somatomotor network from language task-based fMRI compared with resting-state fMRI in patients with brain lesions","2021","Radiology","301","1","","178","184","6","11","10.1148/radiol.2021204594","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115754975&doi=10.1148%2fradiol.2021204594&partnerID=40&md5=1bed1193f6c6cf973e024bc260e15416","Article","Final","","Scopus","2-s2.0-85115754975"
"Shappell H.; Caffo B.S.; Pekar J.J.; Lindquist M.A.","Shappell, Heather (57222352467); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Lindquist, Martin A. (7007030971)","57222352467; 35069047000; 7003771238; 7007030971","Improved state change estimation in dynamic functional connectivity using hidden semi-Markov models","2019","NeuroImage","191","","","243","257","14","38","10.1016/j.neuroimage.2019.02.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061834587&doi=10.1016%2fj.neuroimage.2019.02.013&partnerID=40&md5=8704244aa2063a6b9bdfd236c7fa1c0e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85061834587"
"Muschelli J.; Gherman A.; Fortin J.-P.; Avants B.; Whitcher B.; Clayden J.D.; Caffo B.S.; Crainiceanu C.M.","Muschelli, John (40462056100); Gherman, Adrian (14421246100); Fortin, Jean-Philippe (56649768000); Avants, Brian (6602804684); Whitcher, Brandon (9036352800); Clayden, Jonathan D (57202638198); Caffo, Brian S (35069047000); Crainiceanu, Ciprian M (6603085071)","40462056100; 14421246100; 56649768000; 6602804684; 9036352800; 57202638198; 35069047000; 6603085071","Neuroconductor: An R platform for medical imaging analysis","2019","Biostatistics","20","2","","218","239","21","31","10.1093/biostatistics/kxx068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056859864&doi=10.1093%2fbiostatistics%2fkxx068&partnerID=40&md5=9c9ed3f66e94efd792ead8c91cfd2516","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85056859864"
"Yahyavi-Firouz-Abadi N.; Pillai J.J.; Lindquist M.A.; Calhoun V.D.; Agarwal S.; Airan R.D.; Caffo B.; Gujar S.K.; Sair H.I.","Yahyavi-Firouz-Abadi, N. (9843002800); Pillai, J.J. (7004264827); Lindquist, M.A. (7007030971); Calhoun, V.D. (57898536200); Agarwal, S. (7403190459); Airan, R.D. (18633735800); Caffo, B. (35069047000); Gujar, S.K. (6507795849); Sair, H.I. (14519858700)","9843002800; 7004264827; 7007030971; 57898536200; 7403190459; 18633735800; 35069047000; 6507795849; 14519858700","Presurgical brain mapping of the ventral somatomotor network in patients with brain tumors using resting-state fMRI","2017","American Journal of Neuroradiology","38","5","","1006","1012","6","19","10.3174/ajnr.A5132","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019874407&doi=10.3174%2fajnr.A5132&partnerID=40&md5=c7571fe167073f827a0ca8b6205da220","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85019874407"
"Mejia A.F.; Nebel M.B.; Wang Y.; Caffo B.S.; Guo Y.","Mejia, Amanda F. (56215449300); Nebel, Mary Beth (34873055300); Wang, Yikai (56681677100); Caffo, Brian S. (35069047000); Guo, Ying (55712514500)","56215449300; 34873055300; 56681677100; 35069047000; 55712514500","Template Independent Component Analysis: Targeted and Reliable Estimation of Subject-level Brain Networks Using Big Data Population Priors","2020","Journal of the American Statistical Association","115","531","","1151","1177","26","22","10.1080/01621459.2019.1679638","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075361398&doi=10.1080%2f01621459.2019.1679638&partnerID=40&md5=dcab658910ab077132926067840ba546","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85075361398"
"Aston S.A.; Caffo B.S.; Bhasin H.; Moran T.H.; Tamashiro K.L.","Aston, S. Andrew (57197842327); Caffo, Brian S. (35069047000); Bhasin, Harshit (57220988787); Moran, Timothy H. (7202251504); Tamashiro, Kellie L. (6602113102)","57197842327; 35069047000; 57220988787; 7202251504; 6602113102","Timing matters: The contribution of running during different periods of the light/dark cycle to susceptibility to activity-based anorexia in rats","2023","Physiology and Behavior","271","","114349","","","","2","10.1016/j.physbeh.2023.114349","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171845222&doi=10.1016%2fj.physbeh.2023.114349&partnerID=40&md5=07caee5ca9a3f5cd6dbc53104c73096a","Article","Final","","Scopus","2-s2.0-85171845222"
"Bae S.; Massie A.B.; Caffo B.S.; Jackson K.R.; Segev D.L.","Bae, Sunjae (56394953600); Massie, Allan B. (56311894300); Caffo, Brian S. (35069047000); Jackson, Kyle R. (57201119942); Segev, Dorry L. (57532670400)","56394953600; 56311894300; 35069047000; 57201119942; 57532670400","Machine learning to predict transplant outcomes: helpful or hype? A national cohort study","2020","Transplant International","33","11","","1472","1480","8","28","10.1111/tri.13695","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088557355&doi=10.1111%2ftri.13695&partnerID=40&md5=eae9a41abd4a10257d864517e3e0185f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85088557355"
"Coughlin J.M.; Yuchuanwang Y.; Minn I.; Bienko N.; Ambinder E.B.; Xu X.; Peters M.E.; Dougherty J.W.; Vranesic M.; Koo S.M.; Ahn H.-H.; Lee M.; Cottrell C.; Sair H.I.; Sawa A.; Munro C.A.; Nowinski C.J.; Dannals R.F.; Lyketsos C.G.; Kassiou M.; Smith G.; Caffo B.; Mori S.; Guilarte T.R.; Pomper M.G.","Coughlin, Jennifer M. (8600272300); Yuchuanwang, Y. (57193168783); Minn, Il (6506637806); Bienko, Nicholas (57193169910); Ambinder, Emily B. (57191651460); Xu, Xin (57193162464); Peters, Matthew E. (36997234600); Dougherty, John W. (57193168088); Vranesic, Melin (16305861500); Koo, Soo Min (56940015700); Ahn, Hye-Hyun (57190974071); Lee, Merton (57193166225); Cottrell, Chris (57193168153); Sair, Haris I. (14519858700); Sawa, Akira (7005376260); Munro, Cynthia A. (7102387127); Nowinski, Christopher J. (30967610000); Dannals, Robert F. (7103156140); Lyketsos, Constantine G. (6601923472); Kassiou, Michael (7004711695); Smith, Gwenn (55391430300); Caffo, Brian (35069047000); Mori, Susumu (35418783800); Guilarte, Tomas R. (7005536141); Pomper, Martin G. (35248909800)","8600272300; 57193168783; 6506637806; 57193169910; 57191651460; 57193162464; 36997234600; 57193168088; 16305861500; 56940015700; 57190974071; 57193166225; 57193168153; 14519858700; 7005376260; 7102387127; 30967610000; 7103156140; 6601923472; 7004711695; 55391430300; 35069047000; 35418783800; 7005536141; 35248909800","Imaging of glial cell activation and white matter integrity in brains of active and recently retired national football league players","2017","JAMA Neurology","74","1","","67","74","7","138","10.1001/jamaneurol.2016.3764","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011320253&doi=10.1001%2fjamaneurol.2016.3764&partnerID=40&md5=4923ce87a57512724c377d5bbf64e0c7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85011320253"
"Koenecke A.; Powell M.; Xiong R.; Shen Z.; Fischer N.; Huq S.; Khalafallah A.M.; Trevisan M.; Sparen P.; Carrero J.J.; Nishimura A.; Caffo B.; Stuart E.A.; Bai R.; Staedtke V.; Thomas D.L.; Papadopoulos N.; Kinzler K.W.; Vogelstein B.; Zhou S.; Bettegowda C.; Konig M.F.; Mensh B.D.; Vogelstein J.T.; Athey S.","Koenecke, Allison (57189976945); Powell, Michael (55544837400); Xiong, Ruoxuan (57203393594); Shen, Zhu (57218455033); Fischer, Nicole (59271394100); Huq, Sakibul (57200416913); Khalafallah, Adham M. (57211456630); Trevisan, Marco (57195542244); Sparen, Pär (7004206670); Carrero, Juan J. (16834646800); Nishimura, Akihiko (57215861537); Caffo, Brian (35069047000); Stuart, Elizabeth A. (35410446500); Bai, Renyuan (7103145340); Staedtke, Verena (36739928500); Thomas, David L. (7403883317); Papadopoulos, Nickolas (55265279200); Kinzler, Ken W. (7102898858); Vogelstein, Bert (36077704000); Zhou, Shibin (35365680400); Bettegowda, Chetan (6505849268); Konig, Maximilian F. (56174030900); Mensh, Brett D. (6602770447); Vogelstein, Joshua T. (15761214600); Athey, Susan (6603691303)","57189976945; 55544837400; 57203393594; 57218455033; 59271394100; 57200416913; 57211456630; 57195542244; 7004206670; 16834646800; 57215861537; 35069047000; 35410446500; 7103145340; 36739928500; 7403883317; 55265279200; 7102898858; 36077704000; 35365680400; 6505849268; 56174030900; 6602770447; 15761214600; 6603691303","Alpha-1 adrenergic receptor antagonists to prevent hyperinflammation and death from lower respiratory tract infection","2021","eLife","10","","e61700","","","","17","10.7554/eLife.61700","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108303848&doi=10.7554%2feLife.61700&partnerID=40&md5=119378add266e2514262ec912228fb5f","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85108303848"
"Ament K.; Mejia A.; Buhlman R.; Erklin S.; Caffo B.; Mostofsky S.; Wodka E.","Ament, Katarina (56295187800); Mejia, Amanda (56215449300); Buhlman, Rebecca (56530694700); Erklin, Shannon (8046854900); Caffo, Brian (35069047000); Mostofsky, Stewart (7003584880); Wodka, Ericka (14632846000)","56295187800; 56215449300; 56530694700; 8046854900; 35069047000; 7003584880; 14632846000","Evidence for Specificity of Motor Impairments in Catching and Balance in Children with Autism","2015","Journal of Autism and Developmental Disorders","45","3","","742","751","9","129","10.1007/s10803-014-2229-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923658848&doi=10.1007%2fs10803-014-2229-0&partnerID=40&md5=cf033357c3a8bffecff5b6b20a2f863e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84923658848"
"Qiu H.; Han F.; Liu H.; Caffo B.","Qiu, Huitong (56710878400); Han, Fang (55377043500); Liu, Han (26642968600); Caffo, Brian (35069047000)","56710878400; 55377043500; 26642968600; 35069047000","Joint estimation of multiple graphical models from high dimensional time series","2016","Journal of the Royal Statistical Society. Series B: Statistical Methodology","78","2","","487","504","17","61","10.1111/rssb.12123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956581970&doi=10.1111%2frssb.12123&partnerID=40&md5=0065d12982d5aa962ddd7bae46c819e6","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84956581970"
"Li S.; Chen S.; Yue C.; Caffo B.","Li, Shanshan (57217797574); Chen, Shaojie (56427239900); Yue, Chen (56042193900); Caffo, Brian (35069047000)","57217797574; 56427239900; 56042193900; 35069047000","A parcellation based nonparametric algorithm for independent component analysis with application to fMRI data","2016","Frontiers in Neuroscience","10","JAN","15","","","","3","10.3389/fnins.2016.00015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958038655&doi=10.3389%2ffnins.2016.00015&partnerID=40&md5=f5a978cf752c33d25383a4ecd853aaa1","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84958038655"
"Rock C.; Thom K.A.; Harris A.D.; Li S.; Morgan D.; Milstone A.M.; Caffo B.; Joshi M.; Leekha S.","Rock, Clare (55208544800); Thom, Kerri A. (22935952200); Harris, Anthony D. (7404040049); Li, Shanahan (57189226955); Morgan, Daniel (14039408700); Milstone, Aaron M. (8660244700); Caffo, Brian (35069047000); Joshi, Manjari (7202602107); Leekha, Surbhi (14623002900)","55208544800; 22935952200; 7404040049; 57189226955; 14039408700; 8660244700; 35069047000; 7202602107; 14623002900","A Multicenter Longitudinal Study of Hospital-Onset Bacteremia: Time for a New Quality Outcome Measure?","2016","Infection Control and Hospital Epidemiology","37","2","","143","148","5","48","10.1017/ice.2015.261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966300047&doi=10.1017%2fice.2015.261&partnerID=40&md5=9fa277353b1ac5e60fc3785719c7911c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84966300047"
"James B.D.; Glass T.A.; Caffo B.; Bobb J.F.; Davatzikos C.; Yousem D.; Schwartz B.S.","James, Bryan D. (57204725747); Glass, Thomas A. (7102302169); Caffo, Brian (35069047000); Bobb, Jennifer F. (37064447600); Davatzikos, Christos (7005310126); Yousem, David (7005911220); Schwartz, Brian S. (55663268300)","57204725747; 7102302169; 35069047000; 37064447600; 7005310126; 7005911220; 55663268300","Association of social engagement with brain volumes assessed by structural MRI","2012","Journal of Aging Research","2012","","512714","","","","32","10.1155/2012/512714","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867806247&doi=10.1155%2f2012%2f512714&partnerID=40&md5=6a9cd3088ee146312a842f795f1899b9","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84867806247"
"Zipunnikov V.; Caffo B.; Yousem D.M.; Davatzikos C.; Schwartz B.S.; Crainiceanu C.","Zipunnikov, Vadim (35232005200); Caffo, Brian (35069047000); Yousem, David M. (7005911220); Davatzikos, Christos (7005310126); Schwartz, Brian S. (55663268300); Crainiceanu, Ciprian (6603085071)","35232005200; 35069047000; 7005911220; 7005310126; 55663268300; 6603085071","Functional principal component model for high-dimensional brain imaging","2011","NeuroImage","58","3","","772","784","12","48","10.1016/j.neuroimage.2011.05.085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052182433&doi=10.1016%2fj.neuroimage.2011.05.085&partnerID=40&md5=61480e4bfa1702689f7e3c6461dafb69","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-80052182433"
"Choi L.; Caffo B.S.; Kohli U.; Pandharipande P.; Kurnik D.; Ely E.W.; Stein C.M.","Choi, Leena (16028029100); Caffo, Brian S. (35069047000); Kohli, Utkarsh (55588784500); Pandharipande, Pratik (8912787600); Kurnik, Daniel (8600732100); Ely, E. Wesley (7005852614); Stein, C. Michael (35446962400)","16028029100; 35069047000; 55588784500; 8912787600; 8600732100; 7005852614; 35446962400","A Bayesian hierarchical nonlinear mixture model in the presence of artifactual outliers in a population pharmacokinetic study","2011","Journal of Pharmacokinetics and Pharmacodynamics","38","5","","613","636","23","10","10.1007/s10928-011-9211-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053207197&doi=10.1007%2fs10928-011-9211-7&partnerID=40&md5=6c9fd468e2d64c7dde9643b7abdd9d4a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-80053207197"
"Nebel M.B.; Joel S.E.; Muschelli J.; Barber A.D.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Nebel, Mary Beth (34873055300); Joel, Suresh E. (36437394800); Muschelli, John (40462056100); Barber, Anita D. (8582425200); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","34873055300; 36437394800; 40462056100; 8582425200; 35069047000; 7003771238; 7003584880","Disruption of functional organization within the primary motor cortex in children with autism","2014","Human Brain Mapping","35","2","","567","580","13","137","10.1002/hbm.22188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892470282&doi=10.1002%2fhbm.22188&partnerID=40&md5=bacffadaa5c73a82f092b4a9152ef32b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84892470282"
"Mondul A.M.; Caffo B.; Platz E.A.","Mondul, Alison M. (6603124877); Caffo, Brian (35069047000); Platz, Elizabeth A. (7004399130)","6603124877; 35069047000; 7004399130","Minimal detection bias in the inverse association between statin drug use and advanced prostate cancer risk: A simulation study","2011","Cancer Epidemiology","35","4","","e6","e11","5","11","10.1016/j.canep.2010.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960592736&doi=10.1016%2fj.canep.2010.11.005&partnerID=40&md5=5302829795c87712e74cf80044e4ab5f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79960592736"
"Langrock R.; Swihart B.J.; Caffo B.S.; Punjabi N.M.; Crainiceanu C.M.","Langrock, Roland (36163210600); Swihart, Bruce J. (57196357357); Caffo, Brian S. (35069047000); Punjabi, Naresh M. (7004869128); Crainiceanu, Ciprian M. (6603085071)","36163210600; 57196357357; 35069047000; 7004869128; 6603085071","Combining hidden Markov models for comparing the dynamics of multiple sleep electroencephalograms","2013","Statistics in Medicine","32","19","","3342","3356","14","30","10.1002/sim.5747","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880322978&doi=10.1002%2fsim.5747&partnerID=40&md5=ee7b7b6fcac2e96d40fc9771a677747a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84880322978"
"Lauzon C.B.; Caffo B.C.; Landman B.A.","Lauzon, Carolyn B. (36711923300); Caffo, Brian C. (35069047000); Landman, Bennett A. (16679175200)","36711923300; 35069047000; 16679175200","Towards automatic quantitative quality control for MRI","2012","Progress in Biomedical Optics and Imaging - Proceedings of SPIE","8314","","83140K","","","","5","10.1117/12.910819","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860719644&doi=10.1117%2f12.910819&partnerID=40&md5=384d61c58cc54e314c53d29b1fc1acb9","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84860719644"
"Eloyan A.; Crainiceanu C.M.; Caffo B.S.","Eloyan, Ani (38661178300); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000)","38661178300; 6603085071; 35069047000","Likelihood-based population independent component analysis","2013","Biostatistics","14","3","","514","527","13","10","10.1093/biostatistics/kxs055","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879102276&doi=10.1093%2fbiostatistics%2fkxs055&partnerID=40&md5=cb4fa3f975fa9e1915aecdfa5eccedd5","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84879102276"
"Barber A.D.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 35069047000; 7003771238; 7003584880","Developmental changes in within- and between-network connectivity between late childhood and adulthood","2013","Neuropsychologia","51","1","","156","167","11","103","10.1016/j.neuropsychologia.2012.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871398014&doi=10.1016%2fj.neuropsychologia.2012.11.011&partnerID=40&md5=7505253d45825b2511466c5b3b921fd2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84871398014"
"Barber A.D.; Srinivasan P.; Joel S.E.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Srinivasan, Priti (26322129800); Joel, Suresh E. (36437394800); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 26322129800; 36437394800; 35069047000; 7003771238; 7003584880","Motor ""dexterity"": Evidence that left hemisphere lateralization of motor circuit connectivity is associated with better motor performance in children","2012","Cerebral Cortex","22","1","","51","59","8","55","10.1093/cercor/bhr062","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84055193269&doi=10.1093%2fcercor%2fbhr062&partnerID=40&md5=d4a1c71853178f6a28296ac207a5a4d2","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84055193269"
"Coughlin J.M.; Wang Y.; Munro C.A.; Ma S.; Yue C.; Chen S.; Airan R.; Kim P.K.; Adams A.V.; Garcia C.; Higgs C.; Sair H.I.; Sawa A.; Smith G.; Lyketsos C.G.; Caffo B.; Kassiou M.; Guilarte T.R.; Pomper M.G.","Coughlin, Jennifer M. (8600272300); Wang, Yuchuan (8680350200); Munro, Cynthia A. (7102387127); Ma, Shuangchao (56042068600); Yue, Chen (56042193900); Chen, Shaojie (57192606399); Airan, Raag (18633735800); Kim, Pearl K. (56042278800); Adams, Ashley V. (56042126400); Garcia, Cinthya (56427399400); Higgs, Cecilia (56427727300); Sair, Haris I. (14519858700); Sawa, Akira (7005376260); Smith, Gwenn (55391430300); Lyketsos, Constantine G. (6601923472); Caffo, Brian (35069047000); Kassiou, Michael (7004711695); Guilarte, Tomas R. (7005536141); Pomper, Martin G. (35248909800)","8600272300; 8680350200; 7102387127; 56042068600; 56042193900; 57192606399; 18633735800; 56042278800; 56042126400; 56427399400; 56427727300; 14519858700; 7005376260; 55391430300; 6601923472; 35069047000; 7004711695; 7005536141; 35248909800","Neuroinflammation and brain atrophy in former NFL players: An in vivo multimodal imaging pilot study","2015","Neurobiology of Disease","74","","","58","65","7","206","10.1016/j.nbd.2014.10.019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912003698&doi=10.1016%2fj.nbd.2014.10.019&partnerID=40&md5=00ff4d0bada564e7af59a5d849dbe0ad","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84912003698"
"Krauss G.L.; Caffo B.","Krauss, Gregory L. (7101605166); Caffo, Brian (35069047000)","7101605166; 35069047000","Reply","2012","Annals of Neurology","71","5","","725","","","0","10.1002/ana.23584","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860121068&doi=10.1002%2fana.23584&partnerID=40&md5=22f27e7ea231ae17ab66007ea882a734","Letter","Final","","Scopus","2-s2.0-84860121068"
"Sasaki T.; Miller C.F.; Hansford R.; Yang J.; Caffo B.S.; Zviman M.M.; Henrikson C.A.; Marine J.E.; Spragg D.; Cheng A.; Tandri H.; Sinha S.; Kolandaivelu A.; Zimmerman S.L.; Bluemke D.A.; Tomaselli G.F.; Berger R.D.; Calkins H.; Halperin H.R.; Nazarian S.","Sasaki, Takeshi (59031001500); Miller, Christopher F. (16056633500); Hansford, Rozann (54402882100); Yang, Juemin (56328301000); Caffo, Brian S. (35069047000); Zviman, Menekhem M. (6602299038); Henrikson, Charles A. (7004279066); Marine, Joseph E. (7003956564); Spragg, David (6505911626); Cheng, Alan (35078339000); Tandri, Harikrishna (6603309973); Sinha, Sunil (35421091600); Kolandaivelu, Aravindan (6504704619); Zimmerman, Stefan L. (37039020700); Bluemke, David A. (7006047770); Tomaselli, Gordon F. (7005223451); Berger, Ronald D. (7403563057); Calkins, Hugh (23473846800); Halperin, Henry R. (7005212468); Nazarian, Saman (9270216000)","59031001500; 16056633500; 54402882100; 56328301000; 35069047000; 6602299038; 7004279066; 7003956564; 6505911626; 35078339000; 6603309973; 35421091600; 6504704619; 37039020700; 7006047770; 7005223451; 7403563057; 23473846800; 7005212468; 9270216000","Myocardial structural associations with local electrograms: A study of postinfarct ventricular tachycardia pathophysiology and magnetic resonance-based noninvasive mapping","2012","Circulation: Arrhythmia and Electrophysiology","5","6","","1081","1090","9","70","10.1161/CIRCEP.112.970699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873802130&doi=10.1161%2fCIRCEP.112.970699&partnerID=40&md5=031b2f5e5d90fa8b6d447b92bcecc02f","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84873802130"
"Jha A.K.; Caffo B.; Frey E.C.","Jha, Abhinav K (36238167200); Caffo, Brian (35069047000); Frey, Eric C (7103012762)","36238167200; 35069047000; 7103012762","A no-gold-standard technique for objective assessment of quantitative nuclear-medicine imaging methods","2016","Physics in Medicine and Biology","61","7","","2780","2801","21","24","10.1088/0031-9155/61/7/2780","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962278203&doi=10.1088%2f0031-9155%2f61%2f7%2f2780&partnerID=40&md5=f97731aab3e74cc8564e803c2b78b663","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84962278203"
"Airan R.D.; Vogelstein J.T.; Pillai J.J.; Caffo B.; Pekar J.J.; Sair H.I.","Airan, Raag D. (18633735800); Vogelstein, Joshua T. (15761214600); Pillai, Jay J. (7004264827); Caffo, Brian (35069047000); Pekar, James J. (7003771238); Sair, Haris I. (14519858700)","18633735800; 15761214600; 7004264827; 35069047000; 7003771238; 14519858700","Factors affecting characterization and localization of interindividual differences in functional connectivity using MRI","2016","Human Brain Mapping","37","5","","1986","1997","11","56","10.1002/hbm.23150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961613003&doi=10.1002%2fhbm.23150&partnerID=40&md5=e170ddf503385178fa24f96e94a529e0","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84961613003"
"Zipunnikov V.; Caffo B.; Yousem D.M.; Davatzikos C.; Schwartz B.S.; Crainiceanu C.","Zipunnikov, Vadim (35232005200); Caffo, Brian (35069047000); Yousem, David M. (7005911220); Davatzikos, Christos (7005310126); Schwartz, Brian S. (55663268300); Crainiceanu, Ciprian (6603085071)","35232005200; 35069047000; 7005911220; 7005310126; 55663268300; 6603085071","Multilevel functional principal component analysis for high-dimensional data","2011","Journal of Computational and Graphical Statistics","20","4","","852","873","21","55","10.1198/jcgs.2011.10122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455262070&doi=10.1198%2fjcgs.2011.10122&partnerID=40&md5=b18862a46b3f239025cb5686d023e83f","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-83455262070"
"Louissaint N.A.; Fuchs E.J.; Bakshi R.P.; Nimmagadda S.; Du Y.; MacUra K.J.; King K.E.; Wahl R.; Goldsmith A.J.; Caffo B.; Cao Y.J.; Anderson J.; Hendrix C.W.","Louissaint, Nicolette A. (36918739800); Fuchs, Edward J. (55487055800); Bakshi, Rahul P. (7101714682); Nimmagadda, Sridhar (23668792200); Du, Yong (8680350400); MacUra, Katarzyna J. (6603866653); King, Karen E. (7202001255); Wahl, Richard (36043691500); Goldsmith, Arthur J. (55272334900); Caffo, Brian (35069047000); Cao, Ying Jun (55470286400); Anderson, Jean (55271842900); Hendrix, Craig W. (57226252489)","36918739800; 55487055800; 7101714682; 23668792200; 8680350400; 6603866653; 7202001255; 36043691500; 55272334900; 35069047000; 55470286400; 55271842900; 57226252489","Distribution of cell-free and cell-associated HIV surrogates in the female genital tract after simulated vaginal intercourse","2012","Journal of Infectious Diseases","205","5","","725","732","7","27","10.1093/infdis/jir841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863122682&doi=10.1093%2finfdis%2fjir841&partnerID=40&md5=5e5fc31fe181008e9be263afd3e96fab","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84863122682"
"Goldsmith J.; Crainiceanu C.M.; Caffo B.S.; Reich D.S.","Goldsmith, Jeff (56203281700); Crainiceanu, Ciprian M. (6603085071); Caffo, Brian S. (35069047000); Reich, Daniel S. (7102312699)","56203281700; 6603085071; 35069047000; 7102312699","Penalized functional regression analysis of white-matter tract profiles in multiple sclerosis","2011","NeuroImage","57","2","","431","439","8","33","10.1016/j.neuroimage.2011.04.044","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958755327&doi=10.1016%2fj.neuroimage.2011.04.044&partnerID=40&md5=b2874bd78f60eab5d47ad3fd2b5c21fb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-79958755327"
