"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Chen S.; Huang L.; Qiu H.; Nebel M.B.; Mostofsky S.H.; Pekar J.J.; Lindquist M.A.; Eloyan A.; Caffo B.S.","Chen, Shaojie (56427239900); Huang, Lei (56376561500); Qiu, Huitong (56710878400); Nebel, Mary Beth (34873055300); Mostofsky, Stewart H. (7003584880); Pekar, James J. (7003771238); Lindquist, Martin A. (7007030971); Eloyan, Ani (38661178300); Caffo, Brian S. (35069047000)","56427239900; 56376561500; 56710878400; 34873055300; 7003584880; 7003771238; 7007030971; 38661178300; 35069047000","Parallel group independent component analysis for massive fMRI data sets","2017","PLoS ONE","12","3","e0173496","","","","6","10.1371/journal.pone.0173496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014930973&doi=10.1371%2fjournal.pone.0173496&partnerID=40&md5=cad8c7538dcf10d0625e0ad720271a9c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85014930973"
"Zhao Y.; Wang B.; Mostofsky S.H.; Caffo B.S.; Luo X.","Zhao, Yi (57202332071); Wang, Bingkai (57208720329); Mostofsky, Stewart H. (7003584880); Caffo, Brian S. (35069047000); Luo, Xi (56639732500)","57202332071; 57208720329; 7003584880; 35069047000; 56639732500","Covariate Assisted Principal regression for covariance matrix outcomes","2021","Biostatistics","22","3","","629","645","16","9","10.1093/biostatistics/kxz057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112125839&doi=10.1093%2fbiostatistics%2fkxz057&partnerID=40&md5=885e0e28992c35002405f628273d8ce3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85112125839"
"Smirnova L.; Caffo B.; Johnson E.C.","Smirnova, Lena (55694387200); Caffo, Brian (35069047000); Johnson, Erik C. (57201989854)","55694387200; 35069047000; 57201989854","Reservoir computing with brain organoids","2023","Nature Electronics","6","12","","943","944","1","0","10.1038/s41928-023-01096-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179319420&doi=10.1038%2fs41928-023-01096-7&partnerID=40&md5=3f16059b2a67f48b3cc025fa55e6de3e","Article","Final","","Scopus","2-s2.0-85179319420"
"Gherman A.; Muschelli J.; Caffo B.; Crainiceanu C.","Gherman, Adrian (14421246100); Muschelli, John (40462056100); Caffo, Brian (35069047000); Crainiceanu, Ciprian (6603085071)","14421246100; 40462056100; 35069047000; 6603085071","Rxnat: An Open-Source R Package for XNAT-Based Repositories","2020","Frontiers in Neuroinformatics","14","","572068","","","","0","10.3389/fninf.2020.572068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096569004&doi=10.3389%2ffninf.2020.572068&partnerID=40&md5=098ed4108ef81aa0191a6c46bf1632f0","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096569004"
"Fisher A.; Caffo B.; Schwartz B.; Zipunnikov V.","Fisher, Aaron (24463669900); Caffo, Brian (35069047000); Schwartz, Brian (55663268300); Zipunnikov, Vadim (35232005200)","24463669900; 35069047000; 55663268300; 35232005200","Fast, Exact Bootstrap Principal Component Analysis for p > 1 Million","2016","Journal of the American Statistical Association","111","514","","846","860","14","15","10.1080/01621459.2015.1062383","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983331305&doi=10.1080%2f01621459.2015.1062383&partnerID=40&md5=99ab3445922698e42936d0eb5b248641","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84983331305"
"Zhao Y.; Li L.; Caffo B.S.","Zhao, Yi (57202332071); Li, Lexin (55540800600); Caffo, Brian S. (35069047000)","57202332071; 55540800600; 35069047000","Multimodal neuroimaging data integration and pathway analysis","2021","Biometrics","77","3","","879","889","10","5","10.1111/biom.13351","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089689254&doi=10.1111%2fbiom.13351&partnerID=40&md5=3906e8d95af2e9e6b05f7e652573f521","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089689254"
"Gill R.E.; Tang B.; Smegal L.; Adamek J.H.; McAuliffe D.; Lakshmanan B.M.; Srivastava S.; Quain A.M.; Sebold A.J.; Lin D.D.M.; Kossoff E.H.; Caffo B.; Comi A.M.; Ewen J.B.","Gill, Ryan E. (57204598364); Tang, Bohao (57221339990); Smegal, Lindsay (57220861410); Adamek, Jack H. (57212586680); McAuliffe, Danielle (57110108700); Lakshmanan, Balaji M. (14619169100); Srivastava, Siddharth (36601460000); Quain, Angela M. (49861933800); Sebold, Alison J. (57217870386); Lin, Doris D.M. (7403692670); Kossoff, Eric H. (7003881941); Caffo, Brian (35069047000); Comi, Anne M. (6602628848); Ewen, Joshua B. (14007607000)","57204598364; 57221339990; 57220861410; 57212586680; 57110108700; 14619169100; 36601460000; 49861933800; 57217870386; 7403692670; 7003881941; 35069047000; 6602628848; 14007607000","Quantitative EEG improves prediction of Sturge-Weber syndrome in infants with port-wine birthmark","2021","Clinical Neurophysiology","132","10","","2440","2446","6","5","10.1016/j.clinph.2021.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113410575&doi=10.1016%2fj.clinph.2021.06.030&partnerID=40&md5=92fa98b39999775d31273ed715fe75c8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85113410575"
"Wang Z.; Sair H.I.; Crainiceanu C.; Lindquist M.; Landman B.A.; Resnick S.; Vogelstein J.T.; Caffo B.","Wang, Zeyi (57202333724); Sair, Haris I. (14519858700); Crainiceanu, Ciprian (6603085071); Lindquist, Martin (7007030971); Landman, Bennett A. (16679175200); Resnick, Susan (7102831381); Vogelstein, Joshua T. (15761214600); Caffo, Brian (35069047000)","57202333724; 14519858700; 6603085071; 7007030971; 16679175200; 7102831381; 15761214600; 35069047000","On statistical tests of functional connectome fingerprinting","2021","Canadian Journal of Statistics","49","1","","63","88","25","2","10.1002/cjs.11591","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101021135&doi=10.1002%2fcjs.11591&partnerID=40&md5=daa896965ca49c6f14d0dd45b0cac27e","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85101021135"
"Barber A.D.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Barber, Anita D. (8582425200); Caffo, Brian S. (35069047000); Pekar, James J. (7003771238); Mostofsky, Stewart H. (7003584880)","8582425200; 35069047000; 7003771238; 7003584880","Decoupling of reaction time-related default mode network activity with cognitive demand","2017","Brain Imaging and Behavior","11","3","","666","676","10","8","10.1007/s11682-016-9543-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961773064&doi=10.1007%2fs11682-016-9543-4&partnerID=40&md5=bf9fba4cedcaed7c9b09a5caa4dd1357","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84961773064"
"Sair H.I.; Yahyavi-Firouz-Abadi N.; Calhoun V.D.; Airan R.D.; Agarwal S.; Intrapiromkul J.; Choe A.S.; Gujar S.K.; Caffo B.; Lindquist M.A.; Pillai J.J.","Sair, Haris I. (14519858700); Yahyavi-Firouz-Abadi, Noushin (9843002800); Calhoun, Vince D. (7003595227); Airan, Raag D. (18633735800); Agarwal, Shruti (7403190459); Intrapiromkul, Jarunee (54784703800); Choe, Ann S. (36908446600); Gujar, Sachin K. (6507795849); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971); Pillai, Jay J. (7004264827)","14519858700; 9843002800; 7003595227; 18633735800; 7403190459; 54784703800; 36908446600; 6507795849; 35069047000; 7007030971; 7004264827","Presurgical brain mapping of the language network in patients with brain tumors using resting-state fMRI: Comparison with task fMRI","2016","Human Brain Mapping","37","3","","913","923","10","91","10.1002/hbm.23075","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958159604&doi=10.1002%2fhbm.23075&partnerID=40&md5=dac85510444e920a64911f4d8795f6f7","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84958159604"
"Mejia A.F.; Nebel M.B.; Eloyan A.; Caffo B.; Lindquist M.A.","Mejia, Amanda F. (56215449300); Nebel, Mary Beth (34873055300); Eloyan, Ani (38661178300); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","56215449300; 34873055300; 38661178300; 35069047000; 7007030971","PCA leverage: Outlier detection for high-dimensional functional magnetic resonance imaging data","2017","Biostatistics","18","3","","521","536","15","19","10.1093/biostatistics/kxw050","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033403510&doi=10.1093%2fbiostatistics%2fkxw050&partnerID=40&md5=bafab2bf8e462d90407c76df2cb8a2d8","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85033403510"
"Al-Khouja A.; Shieh E.; Fuchs E.J.; Marzinke M.A.; Bakshi R.P.; Hummert P.; Ham A.S.; Buckheit K.W.; Breakey J.; Weld E.D.; Chen H.; Caffo B.S.; Buckheit R.W.; Hendrix C.W.","Al-Khouja, Amer (56303437500); Shieh, Eugenie (57053064400); Fuchs, Edward J. (55487055800); Marzinke, Mark A. (25823249700); Bakshi, Rahul P. (7101714682); Hummert, Pamela (57200579934); Ham, Anthony S. (56691395200); Buckheit, Karen W. (35182411700); Breakey, Jennifer (56955395000); Weld, Ethel D. (35723219900); Chen, Huan (57219524107); Caffo, Brian S. (35069047000); Buckheit, Robert W. (35426920600); Hendrix, Craig W. (57226252489)","56303437500; 57053064400; 55487055800; 25823249700; 7101714682; 57200579934; 56691395200; 35182411700; 56955395000; 35723219900; 57219524107; 35069047000; 35426920600; 57226252489","Examining the Safety, Pharmacokinetics, and Pharmacodynamics of a Rectally Administered IQP-0528 Gel for HIV Pre-Exposure Prophylaxis: A First-In-Human Study","2021","AIDS Research and Human Retroviruses","37","6","","444","452","8","5","10.1089/aid.2020.0188","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107524025&doi=10.1089%2faid.2020.0188&partnerID=40&md5=1b63b4e9eb4ca97ed42e1da8d4cdcf0a","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85107524025"
"Jha A.K.; Mena E.; Caffo B.; Ashrafinia S.; Rahmim A.; Frey E.; Subramaniam R.M.","Jha, Abhinav K. (36238167200); Mena, Esther (36671551800); Caffo, Brian (35069047000); Ashrafinia, Saeed (57193507571); Rahmim, Arman (8960894400); Frey, Eric (7103012762); Subramaniam, Rathan M. (13905192400)","36238167200; 36671551800; 35069047000; 57193507571; 8960894400; 7103012762; 13905192400","Practical no-gold-standard evaluation framework for quantitative imaging methods: Application to lesion segmentation in positron emission tomography","2017","Journal of Medical Imaging","4","1","011011","","","","16","10.1117/1.JMI.4.1.011011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014453387&doi=10.1117%2f1.JMI.4.1.011011&partnerID=40&md5=7b7eabafc40ef01b35ec033a6f6e6ccb","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85014453387"
"Powell M.; Koenecke A.; Byrd J.B.; Nishimura A.; Konig M.F.; Xiong R.; Mahmood S.; Mucaj V.; Bettegowda C.; Rose L.; Tamang S.; Sacarny A.; Caffo B.; Athey S.; Stuart E.A.; Vogelstein J.T.","Powell, Michael (55544837400); Koenecke, Allison (57189976945); Byrd, James Brian (15051688900); Nishimura, Akihiko (57215861537); Konig, Maximilian F. (56174030900); Xiong, Ruoxuan (57203393594); Mahmood, Sadiqa (57119011300); Mucaj, Vera (57226664167); Bettegowda, Chetan (6505849268); Rose, Liam (57217525837); Tamang, Suzanne (8919124500); Sacarny, Adam (57163730600); Caffo, Brian (35069047000); Athey, Susan (6603691303); Stuart, Elizabeth A. (35410446500); Vogelstein, Joshua T. (15761214600)","55544837400; 57189976945; 15051688900; 57215861537; 56174030900; 57203393594; 57119011300; 57226664167; 6505849268; 57217525837; 8919124500; 57163730600; 35069047000; 6603691303; 35410446500; 15761214600","Ten Rules for Conducting Retrospective Pharmacoepidemiological Analyses: Example COVID-19 Study","2021","Frontiers in Pharmacology","12","","700776","","","","2","10.3389/fphar.2021.700776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112063684&doi=10.3389%2ffphar.2021.700776&partnerID=40&md5=a910b94586ecf3db9cd943e7f77fa7cb","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85112063684"
"Shafer A.T.; Beason-Held L.; An Y.; Williams O.A.; Huo Y.; Landman B.A.; Caffo B.S.; Resnick S.M.","Shafer, Andrea T. (54080377200); Beason-Held, Lori. (6602362913); An, Yang (15756851300); Williams, Owen A. (57206434731); Huo, Yuankai (56830058500); Landman, Bennett A. (16679175200); Caffo, Brian S. (35069047000); Resnick, Susan M. (7102831381)","54080377200; 6602362913; 15756851300; 57206434731; 56830058500; 16679175200; 35069047000; 7102831381","Default mode network connectivity and cognition in the aging brain: the effects of age, sex, and APOE genotype.","2021","Neurobiology of Aging","104","","","10","23","13","10","10.1016/j.neurobiolaging.2021.03.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105070369&doi=10.1016%2fj.neurobiolaging.2021.03.013&partnerID=40&md5=099a9901289a99601eef27bc52985f94","Article","Final","","Scopus","2-s2.0-85105070369"
"Wu D.; Chang L.; Ernst T.M.; Caffo B.S.; Oishi K.","Wu, Dan (36505233300); Chang, Linda (7404275168); Ernst, Thomas M. (7103353747); Caffo, Brian S. (35069047000); Oishi, Kenichi (7202376096)","36505233300; 7404275168; 7103353747; 35069047000; 7202376096","Developmental score of the infant brain: characterizing diffusion MRI in term- and preterm-born infants","2020","Brain Structure and Function","225","8","","2431","2445","14","2","10.1007/s00429-020-02132-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089445006&doi=10.1007%2fs00429-020-02132-4&partnerID=40&md5=99bd10ad7f56aa67a7266ee3f25dc117","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85089445006"
"Zhang T.; Yin Q.; Caffo B.; Sun Y.; Boatman-Reich D.","Zhang, Tingting (55729066800); Yin, Qiannan (57195222655); Caffo, Brian (35069047000); Sun, Yinge (57195222450); Boatman-Reich, Dana (7005150975)","55729066800; 57195222655; 35069047000; 57195222450; 7005150975","Bayesian inference of high-dimensional, cluster-structured ordinary differential equation models with applications to brain connectivity studies","2017","Annals of Applied Statistics","11","2","","868","897","29","10","10.1214/17-AOAS1021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026286979&doi=10.1214%2f17-AOAS1021&partnerID=40&md5=bccc12777bef60539dc311a341d67787","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85026286979"
"Webb-Vargas Y.; Chen S.; Fisher A.; Mejia A.; Xu Y.; Crainiceanu C.; Caffo B.; Lindquist M.A.","Webb-Vargas, Yenny (36609486400); Chen, Shaojie (56427239900); Fisher, Aaron (24463669900); Mejia, Amanda (56215449300); Xu, Yuting (57198771447); Crainiceanu, Ciprian (6603085071); Caffo, Brian (35069047000); Lindquist, Martin A. (7007030971)","36609486400; 56427239900; 24463669900; 56215449300; 57198771447; 6603085071; 35069047000; 7007030971","Big Data and Neuroimaging","2017","Statistics in Biosciences","9","2","","543","558","15","7","10.1007/s12561-017-9195-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85019831725&doi=10.1007%2fs12561-017-9195-y&partnerID=40&md5=6e7beb6837b29d5891fb01078cf09195","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85019831725"
"Zhao Y.; Ficek B.; Webster K.; Frangakis C.; Caffo B.; Hillis A.E.; Faria A.; Tsapkini K.","Zhao, Yi (57202332071); Ficek, Bronte (56394402900); Webster, Kimberly (8734051000); Frangakis, Constantine (7003829132); Caffo, Brian (35069047000); Hillis, Argye E. (7004956247); Faria, Andreia (35478593200); Tsapkini, Kyrana (6602810995)","57202332071; 56394402900; 8734051000; 7003829132; 35069047000; 7004956247; 35478593200; 6602810995","White Matter Integrity Predicts Electrical Stimulation (tDCS) and Language Therapy Effects in Primary Progressive Aphasia","2021","Neurorehabilitation and Neural Repair","35","1","","44","57","13","17","10.1177/1545968320971741","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097634087&doi=10.1177%2f1545968320971741&partnerID=40&md5=2a9f2fa3e48d20f80810888afa393975","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85097634087"
"Wang B.; Luo X.; Zhao Y.; Caffo B.","Wang, Bingkai (57208720329); Luo, Xi (56639732500); Zhao, Yi (57202332071); Caffo, Brian (35069047000)","57208720329; 56639732500; 57202332071; 35069047000","Semiparametric partial common principal component analysis for covariance matrices","2021","Biometrics","77","4","","1175","1186","11","0","10.1111/biom.13369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092266645&doi=10.1111%2fbiom.13369&partnerID=40&md5=fc3203a6ed8166bf694974afd9370a8d","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85092266645"
"Lindquist M.A.; Geuter S.; Wager T.D.; Caffo B.S.","Lindquist, Martin A. (7007030971); Geuter, Stephan (47761288600); Wager, Tor D. (6603627020); Caffo, Brian S. (35069047000)","7007030971; 47761288600; 6603627020; 35069047000","Modular preprocessing pipelines can reintroduce artifacts into fMRI data","2019","Human Brain Mapping","40","8","","2358","2376","18","99","10.1002/hbm.24528","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060332761&doi=10.1002%2fhbm.24528&partnerID=40&md5=9fd9ea8a85b0817c61862fafa3664015","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85060332761"
"Harrison D.M.; Li X.; Liu H.; Jones C.K.; Caffo B.; Calabresi P.A.; Van Zijl P.","Harrison, D.M. (26638746600); Li, X. (58037634900); Liu, H. (55719307000); Jones, C.K. (7408260049); Caffo, B. (35069047000); Calabresi, P.A. (35290391600); Van Zijl, P. (7006760849)","26638746600; 58037634900; 55719307000; 7408260049; 35069047000; 35290391600; 7006760849","Lesion heterogeneity on high-field susceptibility MRI Is associated with multiple sclerosis severity","2016","American Journal of Neuroradiology","37","8","","1447","1453","6","57","10.3174/ajnr.A4726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982095818&doi=10.3174%2fajnr.A4726&partnerID=40&md5=82c32f8d78431def2b75915f1a1122be","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84982095818"
"Chen H.; Caffo B.; Stein-O'brien G.; Liu J.; Langmead B.; Colantuoni C.; Xiao L.","Chen, Huan (57204788881); Caffo, Brian (35069047000); Stein-O'brien, Genevieve (55991175000); Liu, Jinrui (57223308708); Langmead, Ben (26324979600); Colantuoni, Carlo (6603123480); Xiao, Luo (55581681200)","57204788881; 35069047000; 55991175000; 57223308708; 26324979600; 6603123480; 55581681200","Two-stage linked component analysis for joint decomposition of multiple biologically related data sets","2022","Biostatistics","23","4","","1200","1217","17","2","10.1093/biostatistics/kxac005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140879541&doi=10.1093%2fbiostatistics%2fkxac005&partnerID=40&md5=58d0900b6032b19b403d6b0fff657af3","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85140879541"
"Tang B.; Zhao Y.; Venkataraman A.; Tsapkini K.; Lindquist M.A.; Pekar J.; Caffo B.","Tang, Bohao (57221339990); Zhao, Yi (57202332071); Venkataraman, Archana (24778923300); Tsapkini, Kyrana (6602810995); Lindquist, Martin A. (7007030971); Pekar, James (7003771238); Caffo, Brian (35069047000)","57221339990; 57202332071; 24778923300; 6602810995; 7007030971; 7003771238; 35069047000","Differences in functional connectivity distribution after transcranial direct-current stimulation: A connectivity density point of view","2023","Human Brain Mapping","44","1","","170","185","15","1","10.1002/hbm.26112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142036674&doi=10.1002%2fhbm.26112&partnerID=40&md5=12eee67d66fb7f8b344097baa4cd0fd7","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85142036674"
"Gujar S.K.; Manzoor K.; Wongsripuemtet J.; Wang G.; Ryan D.; Agarwal S.; Lindquist M.; Caffo B.; Pillai J.J.; Sair H.I.","Gujar, S.K. (6507795849); Manzoor, K. (57204075086); Wongsripuemtet, J. (37125457600); Wang, G. (57222288473); Ryan, D. (57188671069); Agarwal, S. (7403190459); Lindquist, M. (7007030971); Caffo, B. (35069047000); Pillai, J.J. (58140767100); Sair, H.I. (14519858700)","6507795849; 57204075086; 37125457600; 57222288473; 57188671069; 7403190459; 7007030971; 35069047000; 58140767100; 14519858700","Identification of the Language Network from Resting-State fMRI in Patients with Brain Tumors: How Accurate Are Experts?","2023","American Journal of Neuroradiology","44","3","","274","282","8","3","10.3174/ajnr.A7806","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150001468&doi=10.3174%2fajnr.A7806&partnerID=40&md5=b9a36e0988030a8971d6fe7659ddb165","Article","Final","","Scopus","2-s2.0-85150001468"
"Kass R.E.; Caffo B.S.; Davidian M.; Meng X.-L.; Yu B.; Reid N.","Kass, Robert E. (7101731853); Caffo, Brian S. (35069047000); Davidian, Marie (7004177302); Meng, Xiao-Li (7401629915); Yu, Bin (56933322900); Reid, Nancy (7006910855)","7101731853; 35069047000; 7004177302; 7401629915; 56933322900; 7006910855","Ten Simple Rules for Effective Statistical Practice","2016","PLoS Computational Biology","12","6","e1004961","","","8","60","10.1371/journal.pcbi.1004961","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84978818608&doi=10.1371%2fjournal.pcbi.1004961&partnerID=40&md5=a6ea2a66e937b722f38a3ab9903db63f","Editorial","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84978818608"
"Syed M.F.; Lindquist M.A.; Pillai J.J.; Agarwal S.; Gujar S.K.; Choe A.S.; Caffo B.; Sair H.I.","Syed, Maleeha F. (58255450400); Lindquist, Martin A. (7007030971); Pillai, Jay J. (7004264827); Agarwal, Shruti (7403190459); Gujar, Sachin K. (6507795849); Choe, Ann S. (36908446600); Caffo, Brian (35069047000); Sair, Haris I. (14519858700)","58255450400; 7007030971; 7004264827; 7403190459; 6507795849; 36908446600; 35069047000; 14519858700","Dynamic Functional Connectivity States between the Dorsal and Ventral Sensorimotor Networks Revealed by Dynamic Conditional Correlation Analysis of Resting-State Functional Magnetic Resonance Imaging","2017","Brain Connectivity","7","10","","635","642","7","11","10.1089/brain.2017.0533","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038947876&doi=10.1089%2fbrain.2017.0533&partnerID=40&md5=49720946b0685c88cefc076901124964","Article","Final","","Scopus","2-s2.0-85038947876"
"De Silva T.; Vedula S.S.; Perdomo-Pantoja A.; Vijayan R.; Doerr S.A.; Uneri A.; Han R.; Ketcha M.D.; Skolasky R.L.; Caffo B.; Hager G.; Witham T.; Theodore N.; Siewerdsen J.H.","De Silva, T. (56503417800); Vedula, S.S. (41361963800); Perdomo-Pantoja, A. (57151440500); Vijayan, R. (57190661612); Doerr, S.A. (57209858264); Uneri, A. (36622501700); Han, R. (57194495726); Ketcha, M.D. (56896064600); Skolasky, R.L. (6603590421); Caffo, B. (35069047000); Hager, G. (7102912496); Witham, T. (6602836796); Theodore, N. (7006310221); Siewerdsen, J.H. (7004498585)","56503417800; 41361963800; 57151440500; 57190661612; 57209858264; 36622501700; 57194495726; 56896064600; 6603590421; 35069047000; 7102912496; 6602836796; 7006310221; 7004498585","SpineCloud: Image analytics for predictive modeling of spine surgery outcomes","2020","Proceedings of SPIE - The International Society for Optical Engineering","11315","","113151O","","","","0","10.1117/12.2566372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085258251&doi=10.1117%2f12.2566372&partnerID=40&md5=afb6b55018da7db40d6a16e315efaec5","Conference paper","Final","","Scopus","2-s2.0-85085258251"
"Kang J.; Caffo B.; Liu H.","Kang, Jian (55698469900); Caffo, Brian (35069047000); Liu, Han (26642968600)","55698469900; 35069047000; 26642968600","Editorial: Recent advances and challenges on Big Data analysis in neuroimaging","2016","Frontiers in Neuroscience","10","NOV","505","","","","6","10.3389/fnins.2016.00505","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85009774772&doi=10.3389%2ffnins.2016.00505&partnerID=40&md5=99bf74420057c3f603c0f34f204ea69d","Editorial","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85009774772"
"Sharer E.; Crocetti D.; Muschelli J.; Barber A.D.; Nebel M.B.; Caffo B.S.; Pekar J.J.; Mostofsky S.H.","Sharer, Elizabeth (56610351800); Crocetti, Deana (26027460500); Muschelli, John (40462056100); Barber, Anita D. (8582425200); Nebel, Mary Beth (34873055300); Caffo, Brian S. (35069047000); Pekar, Jim J. (7003771238); Mostofsky, Stewart H. (7003584880)","56610351800; 26027460500; 40462056100; 8582425200; 34873055300; 35069047000; 7003771238; 7003584880","Neural Correlates of Visuomotor Learning in Autism","2015","Journal of Child Neurology","30","14","","1877","1886","9","21","10.1177/0883073815600869","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947064035&doi=10.1177%2f0883073815600869&partnerID=40&md5=87c32404bce1ccb1d1e5cd7dfd64c757","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84947064035"
"Zhao Y.; Caffo B.S.; Wang B.; Li C.-S.R.; Luo X.","Zhao, Yi (57202332071); Caffo, Brian S. (35069047000); Wang, Bingkai (57208720329); Li, Chiang-Shan R. (8208349200); Luo, Xi (56639732500)","57202332071; 35069047000; 57208720329; 8208349200; 56639732500","A whole-brain modeling approach to identify individual and group variations in functional connectivity","2021","Brain and Behavior","11","1","e01942","","","","1","10.1002/brb3.1942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096741221&doi=10.1002%2fbrb3.1942&partnerID=40&md5=63bed115350c323f1c9431fea2a6f807","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85096741221"
"McCoy R.G.; Faust L.; Heien H.C.; Patel S.; Caffo B.; Ngufor C.","McCoy, Rozalina G. (55293516000); Faust, Louis (57194169823); Heien, Herbert C. (18037176900); Patel, Shrinath (57213597442); Caffo, Brian (35069047000); Ngufor, Che (36802355600)","55293516000; 57194169823; 18037176900; 57213597442; 35069047000; 36802355600","Longitudinal trajectories of glycemic control among U.S. Adults with newly diagnosed diabetes","2023","Diabetes Research and Clinical Practice","205","","110989","","","","0","10.1016/j.diabres.2023.110989","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175702617&doi=10.1016%2fj.diabres.2023.110989&partnerID=40&md5=0df31cbddc1a06e755ef7c25f774fe31","Article","Final","","Scopus","2-s2.0-85175702617"
"Crasta J.E.; Nebel M.B.; Svingos A.; Tucker R.N.; Chen H.W.; Busch T.; Caffo B.S.; Stephens J.; Suskauer S.J.","Crasta, Jewel E. (56392835000); Nebel, Mary Beth (34873055300); Svingos, Adrian (57205642579); Tucker, Robert N. (57467311500); Chen, Hsuan Wei (57358113400); Busch, Tyler (57218647414); Caffo, Brian S. (35069047000); Stephens, Jaclyn (55989459000); Suskauer, Stacy J. (7801643293)","56392835000; 34873055300; 57205642579; 57467311500; 57358113400; 57218647414; 35069047000; 55989459000; 7801643293","Rethinking recovery in adolescent concussions: Network-level functional connectivity alterations associated with motor deficits","2023","Human Brain Mapping","44","8","","3271","3282","11","3","10.1002/hbm.26280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151947143&doi=10.1002%2fhbm.26280&partnerID=40&md5=524e2ffc551a1621c68cb4939073cdee","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85151947143"
